-43014816714254487e-26	9527053620694418e-25	-0.0011069813175786669	-0.000583131176695263	0.007480713959333313	-0.0032284697258793296	0.0017106211153355329	0.0016933589640767816	-0.9999631277017664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19528278993874437e-26	-43309084096776473e-26	0.0005028213190144681	0.00026784413797886764	-0.0033718978357533125	0.0008861510230488038	-0.26336300320357253	-0.9646880244118967	-0.002112953254429583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-11055212224830857e-24	24568660975457512e-24	-0.028488246236578647	-0.015440525369954688	0.1874973438760173	-0.00042487089780593565	0.9468950550376836	-0.2591861049342598	0.0026255058580191898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
691934544855957e-23	-15377797745526023e-24	0.017830734739899254	0.009666929126686251	-0.11730455182417977	-0.00020676098433119214	0.022368658719264155	-0.00568299847433861	-0.0008736209236322221	0	0.011871938589982298	0.08708848342630786	0	-0.010616159018138097	-0.07650645255680548	0.011589602323110664	0.0009617575210232015	0.9544710547942453	-3837331331185516e-20	-0.07644000105276702	0.0009640728409454778	0.2333887623385032	-0.011469918706081071	-0.0027193374264237705
-3699302914572158e-25	8489641947029809e-25	-0.0009607953341965744	-0.000677349350093501	-0.007242056219557818	0.002701457551715297	0.0013053560331386025	-0.0003291295788098467	-5976532758314223e-20	0	-0.030063605608665212	-0.22448175215971305	0	-0.0013709018912761385	-0.02293098325935681	-0.5766743398917707	-0.03857538961877244	-0.018609414682637018	0.00018335292308427494	-0.5326380233502265	-0.038569329245896664	0.03318512518801796	0.5707190346183925	0.04139378181487001
16594418570427212e-26	-3809890902272584e-25	0.00043111999445831484	0.0003045581197680946	0.0031217914959484508	-0.0008075915221578385	-0.000561787489397848	0.00014197173413175586	24585984996493504e-21	0	-0.09074114554446391	-0.6662643590564414	0	0.09080581456502584	0.660841669578636	0.09798739126658522	-0.10199830731955503	0.07564805472492828	0.0007645611660103351	0.08083815244928873	-0.10198383936578619	0.18537919749749568	-0.09697550348478316	0.12828026180704474
-4368036857955531e-24	10029758323281447e-24	-0.011351727226395101	-0.00801423121989167	-0.07423139399803891	-9119264263433415e-21	0.013303003594313214	-0.0033793100611164677	-0.0005210200833363287	0	0.01638747931759866	0.12034946309821193	0	-0.014742406160492647	-0.1064380104970773	0.014359081615430215	0.011148232436246014	-0.26208307497474886	0.004488970831502812	-0.011265635099446612	0.011146246208474628	0.9476849890570683	-0.014210794579519964	-0.014523226824433163
1332959685630209e-24	-30605982135289478e-25	0.003464079651119385	0.002445039812665383	0.022623030740803084	-44254377964617686e-21	-0.004054137353016336	0.0010298136628738377	0.00015893345686386192	0	-0.019784114343055093	-0.14703451429235873	0	0.018207956510322674	0.13167548665297457	-0.012692830661157777	0.5685242314452192	0.016949623643486178	-9738608380127274e-20	-0.04084964634888072	0.5683431509206597	0.01864686883084628	0.012561943341434848	-0.5575982655551317
0	0	0	0	0	0	0	0	0	0	0.030134921310286257	0.012358861803662871	0	-0.026636593460657613	-0.012801670377526919	0.0058571371564846665	0.4049941250625972	-0.002115306831428619	-0.00012350852280647683	-0.013959712241422626	0.40515645825630536	-0.001857775791496074	-0.005797231719272181	0.8183049728246234
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
